2,1,23,368,349,177,-1,-1,-1,-1
2,2,521,508,124,67,-1,-1,-1,-1
2,3,73,577,135,77,-1,-1,-1,-1
2,4,961,668,114,50,-1,-1,-1,-1
2,5,933,331,60,42,-1,-1,-1,-1
2,6,819,319,66,43,-1,-1,-1,-1
2,7,1016,275,70,45,-1,-1,-1,-1
2,8,1007,457,129,74,-1,-1,-1,-1
2,9,0,480,38,52,-1,-1,-1,-1
2,10,1174,189,59,28,-1,-1,-1,-1
2,11,26,210,55,29,-1,-1,-1,-1
2,12,703,321,79,41,-1,-1,-1,-1
2,13,861,190,35,27,-1,-1,-1,-1
2,14,1080,420,172,95,-1,-1,-1,-1
2,15,58,317,101,51,-1,-1,-1,-1
2,19,869,162,33,22,-1,-1,-1,-1
3,1,23,368,349,177,-1,-1,-1,-1
3,2,527,508,125,67,-1,-1,-1,-1
3,3,84,574,134,77,-1,-1,-1,-1
3,4,978,673,101,45,-1,-1,-1,-1
3,5,930,329,60,41,-1,-1,-1,-1
3,6,817,318,64,41,-1,-1,-1,-1
3,7,1018,274,71,45,-1,-1,-1,-1
3,8,998,456,127,72,-1,-1,-1,-1
3,9,0,480,38,52,-1,-1,-1,-1
3,10,1174,189,59,28,-1,-1,-1,-1
3,11,25,210,57,29,-1,-1,-1,-1
3,12,700,320,78,40,-1,-1,-1,-1
3,13,862,188,34,28,-1,-1,-1,-1
3,14,1068,413,179,99,-1,-1,-1,-1
3,15,47,317,101,51,-1,-1,-1,-1
3,19,871,161,31,21,-1,-1,-1,-1
4,1,23,368,348,177,-1,-1,-1,-1
4,2,535,509,124,67,-1,-1,-1,-1
4,3,94,571,136,77,-1,-1,-1,-1
4,4,994,680,87,37,-1,-1,-1,-1
4,5,927,327,59,41,-1,-1,-1,-1
4,6,815,316,63,41,-1,-1,-1,-1
4,7,1021,274,71,45,-1,-1,-1,-1
4,8,989,453,127,72,-1,-1,-1,-1
4,9,0,480,38,52,-1,-1,-1,-1
4,10,1174,189,59,28,-1,-1,-1,-1
4,11,25,210,58,29,-1,-1,-1,-1
4,12,696,319,78,40,-1,-1,-1,-1
4,13,864,188,33,27,-1,-1,-1,-1
4,14,1057,409,183,101,-1,-1,-1,-1
4,15,41,318,101,51,-1,-1,-1,-1
4,19,872,160,31,21,-1,-1,-1,-1
5,1,22,368,349,177,-1,-1,-1,-1
5,2,542,510,124,67,-1,-1,-1,-1
5,3,107,569,132,75,-1,-1,-1,-1
5,4,1006,686,74,31,-1,-1,-1,-1
5,5,925,325,59,41,-1,-1,-1,-1
5,6,813,315,61,39,-1,-1,-1,-1
5,7,1024,274,69,44,-1,-1,-1,-1
5,8,982,450,126,71,-1,-1,-1,-1
5,9,0,480,38,52,-1,-1,-1,-1
5,10,1174,189,59,28,-1,-1,-1,-1
5,11,26,210,57,29,-1,-1,-1,-1
5,12,692,317,78,40,-1,-1,-1,-1
5,13,864,188,33,26,-1,-1,-1,-1
5,14,1050,407,181,102,-1,-1,-1,-1
5,15,36,319,101,51,-1,-1,-1,-1
5,19,873,160,31,21,-1,-1,-1,-1
6,1,22,368,349,177,-1,-1,-1,-1
6,2,548,511,122,65,-1,-1,-1,-1
6,3,116,565,134,76,-1,-1,-1,-1
6,4,1020,691,60,26,-1,-1,-1,-1
6,5,923,324,57,39,-1,-1,-1,-1
6,6,812,314,59,38,-1,-1,-1,-1
6,7,1027,273,68,43,-1,-1,-1,-1
6,8,976,446,123,69,-1,-1,-1,-1
6,9,0,480,38,52,-1,-1,-1,-1
6,10,1174,189,59,28,-1,-1,-1,-1
6,11,26,210,57,29,-1,-1,-1,-1
6,12,687,316,78,39,-1,-1,-1,-1
6,13,866,187,34,26,-1,-1,-1,-1
6,14,1043,406,178,99,-1,-1,-1,-1
6,15,32,319,103,53,-1,-1,-1,-1
6,19,875,160,29,19,-1,-1,-1,-1
7,1,22,368,348,177,-1,-1,-1,-1
7,2,556,511,124,67,-1,-1,-1,-1
7,3,125,562,136,77,-1,-1,-1,-1
7,5,921,323,57,39,-1,-1,-1,-1
7,6,810,314,56,36,-1,-1,-1,-1
7,7,1031,273,67,42,-1,-1,-1,-1
7,8,968,443,124,69,-1,-1,-1,-1
7,9,0,480,38,52,-1,-1,-1,-1
7,10,1174,189,59,28,-1,-1,-1,-1
7,11,26,210,57,29,-1,-1,-1,-1
7,12,684,315,77,39,-1,-1,-1,-1
7,13,867,185,34,26,-1,-1,-1,-1
7,14,1038,404,172,97,-1,-1,-1,-1
7,15,28,320,105,53,-1,-1,-1,-1
7,19,876,159,29,19,-1,-1,-1,-1
7,25,336,285,76,33,-1,-1,-1,-1
8,1,23,368,347,177,-1,-1,-1,-1
8,2,562,511,124,67,-1,-1,-1,-1
8,3,134,559,137,77,-1,-1,-1,-1
8,5,919,321,57,39,-1,-1,-1,-1
8,6,804,307,63,41,-1,-1,-1,-1
8,7,1033,271,70,43,-1,-1,-1,-1
8,8,960,440,125,69,-1,-1,-1,-1
8,9,0,480,38,52,-1,-1,-1,-1
8,10,1174,189,59,28,-1,-1,-1,-1
8,11,25,210,59,29,-1,-1,-1,-1
8,12,681,314,75,39,-1,-1,-1,-1
8,13,869,184,33,27,-1,-1,-1,-1
8,14,1033,404,169,95,-1,-1,-1,-1
8,15,20,320,106,54,-1,-1,-1,-1
8,25,335,286,73,31,-1,-1,-1,-1
8,26,407,313,71,31,-1,-1,-1,-1
9,1,23,368,347,177,-1,-1,-1,-1
9,2,567,511,126,68,-1,-1,-1,-1
9,3,144,558,135,75,-1,-1,-1,-1
9,5,916,319,57,39,-1,-1,-1,-1
9,6,799,302,66,44,-1,-1,-1,-1
9,7,1035,270,69,43,-1,-1,-1,-1
9,8,954,437,122,68,-1,-1,-1,-1
9,9,0,480,38,52,-1,-1,-1,-1
9,10,1174,189,59,28,-1,-1,-1,-1
9,11,25,210,59,29,-1,-1,-1,-1
9,12,678,313,73,37,-1,-1,-1,-1
9,13,870,183,33,27,-1,-1,-1,-1
9,14,1027,402,170,96,-1,-1,-1,-1
9,15,13,320,108,55,-1,-1,-1,-1
9,25,333,286,72,31,-1,-1,-1,-1
9,26,400,309,79,34,-1,-1,-1,-1
10,1,23,368,347,177,-1,-1,-1,-1
10,2,573,512,128,69,-1,-1,-1,-1
10,3,155,556,134,75,-1,-1,-1,-1
10,5,913,316,58,40,-1,-1,-1,-1
10,6,797,300,65,43,-1,-1,-1,-1
10,7,1038,270,68,41,-1,-1,-1,-1
10,8,948,434,119,67,-1,-1,-1,-1
10,9,0,480,38,52,-1,-1,-1,-1
10,10,1174,189,59,28,-1,-1,-1,-1
10,11,25,210,59,29,-1,-1,-1,-1
10,12,674,312,73,37,-1,-1,-1,-1
10,13,872,183,31,25,-1,-1,-1,-1
10,14,1022,399,169,96,-1,-1,-1,-1
10,15,8,321,106,55,-1,-1,-1,-1
10,25,321,287,73,32,-1,-1,-1,-1
10,26,397,310,79,34,-1,-1,-1,-1
11,1,23,368,347,177,-1,-1,-1,-1
11,2,579,513,128,69,-1,-1,-1,-1
11,3,166,554,133,74,-1,-1,-1,-1
11,5,911,315,57,40,-1,-1,-1,-1
11,6,797,299,62,42,-1,-1,-1,-1
11,7,1039,269,68,42,-1,-1,-1,-1
11,8,940,433,119,66,-1,-1,-1,-1
11,9,0,480,38,52,-1,-1,-1,-1
11,10,1174,189,59,28,-1,-1,-1,-1
11,11,24,210,60,29,-1,-1,-1,-1
11,12,670,310,74,37,-1,-1,-1,-1
11,13,872,183,31,24,-1,-1,-1,-1
11,14,1019,398,164,92,-1,-1,-1,-1
11,15,2,322,107,55,-1,-1,-1,-1
11,25,315,288,73,31,-1,-1,-1,-1
11,26,393,313,74,31,-1,-1,-1,-1
12,1,23,368,347,177,-1,-1,-1,-1
12,2,584,513,129,70,-1,-1,-1,-1
12,3,177,553,129,71,-1,-1,-1,-1
12,5,909,313,57,39,-1,-1,-1,-1
12,6,797,299,58,40,-1,-1,-1,-1
12,7,1041,268,68,41,-1,-1,-1,-1
12,8,934,429,120,67,-1,-1,-1,-1
12,9,0,479,37,52,-1,-1,-1,-1
12,10,1174,189,59,28,-1,-1,-1,-1
12,11,24,210,59,29,-1,-1,-1,-1
12,12,666,307,77,39,-1,-1,-1,-1
12,13,874,182,30,24,-1,-1,-1,-1
12,14,1014,395,164,91,-1,-1,-1,-1
12,15,0,323,105,56,-1,-1,-1,-1
12,25,311,290,71,30,-1,-1,-1,-1
12,26,387,313,73,31,-1,-1,-1,-1
13,1,23,368,347,177,-1,-1,-1,-1
13,2,590,513,130,71,-1,-1,-1,-1
13,3,185,552,132,73,-1,-1,-1,-1
13,5,908,313,55,38,-1,-1,-1,-1
13,6,792,296,59,41,-1,-1,-1,-1
13,7,1043,267,68,41,-1,-1,-1,-1
13,8,929,427,118,66,-1,-1,-1,-1
13,9,0,479,37,51,-1,-1,-1,-1
13,10,1174,188,59,29,-1,-1,-1,-1
13,11,25,211,57,28,-1,-1,-1,-1
13,12,662,305,77,39,-1,-1,-1,-1
13,13,874,183,29,23,-1,-1,-1,-1
13,14,1011,394,159,87,-1,-1,-1,-1
13,15,0,325,99,55,-1,-1,-1,-1
13,25,307,291,70,29,-1,-1,-1,-1
13,26,382,314,74,31,-1,-1,-1,-1
14,1,23,368,347,177,-1,-1,-1,-1
14,2,596,513,131,71,-1,-1,-1,-1
14,3,193,550,134,73,-1,-1,-1,-1
14,5,906,312,53,37,-1,-1,-1,-1
14,6,788,293,58,41,-1,-1,-1,-1
14,7,1045,267,68,41,-1,-1,-1,-1
14,8,924,425,114,63,-1,-1,-1,-1
14,9,0,479,37,51,-1,-1,-1,-1
14,10,1173,188,61,29,-1,-1,-1,-1
14,11,25,211,57,28,-1,-1,-1,-1
14,12,658,304,78,39,-1,-1,-1,-1
14,13,875,182,30,23,-1,-1,-1,-1
14,14,1007,392,155,85,-1,-1,-1,-1
14,15,0,326,96,55,-1,-1,-1,-1
14,25,301,290,74,31,-1,-1,-1,-1
